session,bar_ix,headline,company,granular_sector,sector,sentiment,sentiment_score,confidence
174,94,Holtum Asset Group completes strategic acquisition to strengthen digital payments,Holtum,Asset Group,Finance,buy,0.8791,0.8879
175,51,Brevon Microchips to host investor day focused on renewable storage strategy,Brevon,Microchips,Technology,buy,0.1226,0.8578
175,53,Brevon Microchips completes strategic acquisition to strengthen data analytics,Brevon,Microchips,Technology,buy,0.9203,0.9306
175,67,Brevon Microchips announces significant capital expenditure plan for Scandinavia,Brevon,Microchips,Technology,buy,0.8777,0.8943
175,73,Nolvol Resources secures $120M contract with a leading cloud platform,Nolvol,Resources,Energy,buy,0.9353,0.9466
175,78,Kelvik Power explores strategic alternatives for renewable storage unit,Kelvik,Power,Energy,buy,0.263,0.7211
175,79,Nerven Grid announces significant capital expenditure plan for Asia Pacific,Nerven,Grid,Energy,buy,0.879,0.8999
176,50,Talvep Computing reports 25% decline in operating income,Talvep,Computing,Technology,sell,-0.9666,0.9746
176,62,"Myrnep Technologies reports record quarterly revenue, up 15% year-over-year",Myrnep,Technologies,Technology,buy,0.9379,0.9577
176,65,Talvep Computing faces regulatory review of automated logistics practices,Talvep,Computing,Technology,sell,-0.227,0.6819
176,67,Halvax Networks faces class action over cloud infrastructure service disruption,Halvax,Networks,Technology,sell,-0.9441,0.9549
176,84,Myrnep Technologies loses key contract in Southeast Asia to competitor,Myrnep,Technologies,Technology,sell,-0.9316,0.9549
176,85,Talvep Computing announces $9.6B share buyback program,Talvep,Computing,Technology,buy,0.0703,0.895
176,88,Talvep Computing begins scheduled maintenance of wireless connectivity systems,Talvep,Computing,Technology,buy,0.1789,0.7957
176,92,Myrnep Technologies secures $800M contract with a top-tier research institute,Myrnep,Technologies,Technology,buy,0.9258,0.9363
177,55,Dralol Computing announces breakthrough in cloud infrastructure,Dralol,Computing,Technology,buy,0.6222,0.6396
177,57,Dralol Computing secures $800M contract with an international consortium,Dralol,Computing,Technology,buy,0.914,0.9232
177,58,Dralol Computing completes strategic acquisition to strengthen process automation,Dralol,Computing,Technology,buy,0.9202,0.9307
177,60,Dralol Computing misses quarterly revenue estimates by 18%,Dralol,Computing,Technology,sell,-0.9504,0.9633
177,61,Dralol Computing revises long-term strategy with focus on process automation,Dralol,Computing,Technology,buy,0.2085,0.7732
177,67,"Grevon Biotech reports record quarterly revenue, up 5% year-over-year",Grevon,Biotech,Healthcare,buy,0.9363,0.9564
177,73,Relvan Software secures $650M contract with a top-tier research institute,Relvan,Software,Technology,buy,0.927,0.9392
177,79,Relvan Software warns of supply chain disruptions affecting Europe operations,Relvan,Software,Technology,sell,-0.9403,0.9533
177,79,Grevon Biotech warns of supply chain disruptions affecting Latin America operations,Grevon,Biotech,Healthcare,sell,-0.9352,0.9522
177,84,Grevon Biotech secures $500M contract with a major logistics provider,Grevon,Biotech,Healthcare,buy,0.9332,0.9474
178,50,Yorvov Pharmaceuticals warns of supply chain disruptions affecting Europe operations,Yorvov,Pharmaceuticals,Healthcare,sell,-0.9484,0.9606
179,57,Urvel Grid faces class action over wireless connectivity service disruption,Urvel,Grid,Energy,sell,-0.9349,0.9455
179,58,Relvon Fuels secures $320M contract with an international consortium,Relvon,Fuels,Energy,buy,0.926,0.9362
179,66,Relvon Fuels warns of supply chain disruptions affecting Middle East operations,Relvon,Fuels,Energy,sell,-0.9391,0.9542
179,66,Urvel Grid confirms participation in Corporate Strategy Symposium,Urvel,Grid,Energy,buy,0.7714,0.7788
179,71,Ulvon Renewables reports unexpected decline in Asia Pacific revenue,Ulvon,Renewables,Energy,sell,-0.9625,0.9765
179,79,Holtar Stores secures $650M contract with a global retailer,Holtar,Stores,Consumer Goods,buy,0.9325,0.9465
179,86,Urvel Grid revises long-term strategy with focus on cloud infrastructure,Urvel,Grid,Energy,buy,0.2164,0.7637
179,86,Holtar Stores to present at Global Innovation Summit,Holtar,Stores,Consumer Goods,buy,0.1585,0.8228
179,93,Relvon Fuels announces $1.2B share buyback program,Relvon,Fuels,Energy,buy,0.2053,0.7592
180,58,Ulvon Renewables launches next-generation digital payments platform,Ulvon,Renewables,Energy,buy,0.1144,0.868
180,59,Plevep Power names new head of precision manufacturing division,Plevep,Power,Energy,buy,0.0027,0.9142
181,67,Zelvon Biosciences sees 10% margin improvement in latest quarter,Zelvon,Biosciences,Healthcare,buy,0.9363,0.9556
181,68,Frelis Genomics sees 15% margin improvement in latest quarter,Frelis,Genomics,Healthcare,buy,0.9412,0.958
181,70,Yorvov Pharmaceuticals files for regulatory approval of new renewable storage offering,Yorvov,Pharmaceuticals,Healthcare,buy,0.3454,0.6119
181,71,Ulvon Renewables announces significant capital expenditure plan for Asia Pacific,Ulvon,Renewables,Energy,buy,0.8891,0.9061
181,74,Zelvon Biosciences secures $50M contract with a global retailer,Zelvon,Biosciences,Healthcare,buy,0.9352,0.9482
181,76,Yorvov Pharmaceuticals secures $250M contract with an international consortium,Yorvov,Pharmaceuticals,Healthcare,buy,0.9272,0.9371
181,93,Ulvon Renewables files routine patent applications in enterprise software,Ulvon,Renewables,Energy,sell,-0.0241,0.9381
181,99,Ulvon Renewables reports unexpected decline in North America revenue,Ulvon,Renewables,Energy,sell,-0.9631,0.9751
181,99,Frelis Genomics secures $180M contract with an international consortium,Frelis,Genomics,Healthcare,buy,0.9086,0.9171
182,56,Jorval Trading Co announces breakthrough in digital payments,Jorval,Trading Co,Finance,buy,0.5958,0.6089
182,60,Xovol Goods reports 12% decline in operating income,Xovol,Goods,Consumer Goods,sell,-0.9665,0.9746
182,63,Xovol Goods reports rising costs pressuring margins in process automation,Xovol,Goods,Consumer Goods,sell,-0.8874,0.9371
182,65,Jorval Trading Co withdraws from Middle East market citing unfavorable conditions,Jorval,Trading Co,Finance,sell,-0.9504,0.9601
182,80,Xovol Goods completes planned facility upgrade in Scandinavia,Xovol,Goods,Consumer Goods,buy,0.6114,0.6277
183,51,Orevov Solutions secures $250M contract with a leading cloud platform,Orevov,Solutions,Industrials,buy,0.9373,0.9489
183,51,Zelval Energy delays product launch in supply chain optimization segment,Zelval,Energy,Energy,sell,-0.8943,0.9044
183,54,Zrovov Advisors secures $50M contract with an international consortium,Zrovov,Advisors,Finance,buy,0.9155,0.9244
183,59,Zelval Energy begins scheduled maintenance of wireless connectivity systems,Zelval,Energy,Energy,buy,0.1283,0.8433
183,70,Orevov Solutions secures $50M contract with an international consortium,Orevov,Solutions,Industrials,buy,0.9266,0.9358
183,74,Zrovov Advisors reports 12% decline in operating income,Zrovov,Advisors,Finance,sell,-0.9665,0.974
183,75,Zelval Energy to present at Global Innovation Summit,Zelval,Energy,Energy,buy,0.1533,0.829
183,77,Nerven Grid secures $400M contract with a multinational manufacturer,Nerven,Grid,Energy,buy,0.922,0.9329
184,50,Yorven Labs signs multi-year partnership with a global retailer,Yorven,Labs,Healthcare,buy,0.9241,0.9345
184,55,Yorven Labs secures $500M contract with a top-tier research institute,Yorven,Labs,Healthcare,buy,0.9287,0.9399
184,59,Nolvis Devices sees 25% margin improvement in latest quarter,Nolvis,Devices,Technology,buy,0.9373,0.957
184,67,Myrnep Technologies confirms participation in Emerging Markets Forum,Myrnep,Technologies,Technology,buy,0.8682,0.8755
184,72,Yorven Labs secures $500M contract with a top-tier research institute,Yorven,Labs,Healthcare,buy,0.9287,0.9399
184,78,Nolvis Devices reports 20% decline in operating income,Nolvis,Devices,Technology,sell,-0.9666,0.9749
184,78,Myrnep Technologies secures $120M contract with a leading cloud platform,Myrnep,Technologies,Technology,buy,0.9354,0.9471
184,81,Yorven Labs secures $650M contract with a global retailer,Yorven,Labs,Healthcare,buy,0.9322,0.9433
184,87,Myrnep Technologies expands operations into Latin America markets,Myrnep,Technologies,Technology,buy,0.8558,0.8635
184,87,Brevep Systems explores strategic alternatives for process automation unit,Brevep,Systems,Technology,buy,0.2096,0.7733
184,89,Brevep Systems sees 10% margin improvement in latest quarter,Brevep,Systems,Technology,buy,0.9391,0.9576
184,91,Nolvis Devices confirms participation in Corporate Strategy Symposium,Nolvis,Devices,Technology,buy,0.1004,0.8799
184,94,Yorven Labs completes strategic acquisition to strengthen precision manufacturing,Yorven,Labs,Healthcare,buy,0.9252,0.937
184,97,Brevep Systems sees mixed results in data analytics pilot program,Brevep,Systems,Technology,sell,-0.939,0.9585
186,51,Grevon Biotech files for regulatory approval of new data analytics offering,Grevon,Biotech,Healthcare,buy,0.207,0.7545
186,63,Calvis Sciences announces significant capital expenditure plan for Latin America,Calvis,Sciences,Healthcare,buy,0.8895,0.9043
186,66,Zrovum Biopharma recalls products in cloud infrastructure line due to quality concerns,Zrovum,Biopharma,Healthcare,sell,-0.9336,0.9457
186,66,"Grevel Diagnostics reports record quarterly revenue, up 8% year-over-year",Grevel,Diagnostics,Healthcare,buy,0.936,0.9568
186,69,Zrovum Biopharma secures $400M contract with a leading cloud platform,Zrovum,Biopharma,Healthcare,buy,0.9311,0.9414
186,72,Grevel Diagnostics misses quarterly revenue estimates by 10%,Grevel,Diagnostics,Healthcare,sell,-0.9233,0.9494
187,50,Xovep Stores explores strategic alternatives for process automation unit,Xovep,Stores,Consumer Goods,buy,0.2732,0.7101
187,51,Xovep Stores secures $250M contract with a leading cloud platform,Xovep,Stores,Consumer Goods,buy,0.9376,0.9501
187,53,Arnos Marketplace loses key contract in Scandinavia to competitor,Arnos,Marketplace,Consumer Goods,sell,-0.9252,0.9458
187,56,Jorval Trading Co expands operations into Central Europe markets,Jorval,Trading Co,Finance,buy,0.9075,0.9149
187,71,Arnos Marketplace withdraws from North America market citing unfavorable conditions,Arnos,Marketplace,Consumer Goods,sell,-0.9582,0.9664
187,74,Arnos Marketplace announces breakthrough in automated logistics,Arnos,Marketplace,Consumer Goods,buy,0.6151,0.6287
187,78,Orevov Solutions revises long-term strategy with focus on digital payments,Orevov,Solutions,Industrials,buy,0.2687,0.7123
187,90,Arnos Marketplace secures $250M contract with a top-tier research institute,Arnos,Marketplace,Consumer Goods,buy,0.929,0.9393
188,54,Halvav Brands Chief Strategy Officer addresses investor concerns in open letter,Halvav,Brands,Consumer Goods,sell,-0.0503,0.855
188,67,Nolvav Commerce launches next-generation cloud infrastructure platform,Nolvav,Commerce,Consumer Goods,buy,0.1718,0.811
188,79,Nolvav Commerce opens new office in Latin America,Nolvav,Commerce,Consumer Goods,buy,0.3492,0.628
188,83,Nolvav Commerce reports rising costs pressuring margins in cloud infrastructure,Nolvav,Commerce,Consumer Goods,sell,-0.9218,0.9551
188,97,Kelvik Power files for regulatory approval of new renewable storage offering,Kelvik,Power,Energy,buy,0.1988,0.7632
188,98,Kelvik Power secures $250M contract with a global retailer,Kelvik,Power,Energy,buy,0.9371,0.95
188,98,Kelvik Power to host investor day focused on supply chain optimization strategy,Kelvik,Power,Energy,buy,0.0969,0.8776
188,99,Kelvik Power reports 12% decline in operating income,Kelvik,Power,Energy,sell,-0.9671,0.9749
189,53,Arnik Commerce secures $500M contract with a top-tier research institute,Arnik,Commerce,Consumer Goods,buy,0.9218,0.932
189,62,Varvov Retail Group recalls products in process automation line due to quality concerns,Varvov,Retail Group,Consumer Goods,sell,-0.9619,0.9691
189,70,Varvov Retail Group revises long-term strategy with focus on cloud infrastructure,Varvov,Retail Group,Consumer Goods,buy,0.3007,0.678
191,51,Zrovum Biopharma revises long-term strategy with focus on data analytics,Zrovum,Biopharma,Healthcare,buy,0.1546,0.8216
191,66,Zrovum Biopharma delays product launch in digital payments segment,Zrovum,Biopharma,Healthcare,sell,-0.8217,0.8419
191,75,Arnos Marketplace secures $800M contract with an international consortium,Arnos,Marketplace,Consumer Goods,buy,0.921,0.9303
191,78,Myrnon Therapeutics sees 18% drop in new customer orders this quarter,Myrnon,Therapeutics,Healthcare,sell,-0.9666,0.9751
191,81,Arnos Marketplace misses quarterly revenue estimates by 10%,Arnos,Marketplace,Consumer Goods,sell,-0.9514,0.9628
191,82,Arnos Marketplace secures $75M contract with a leading cloud platform,Arnos,Marketplace,Consumer Goods,buy,0.9364,0.9466
191,86,Arnos Marketplace names new head of digital payments division,Arnos,Marketplace,Consumer Goods,buy,0.0158,0.918
191,87,Myrnon Therapeutics sees 8% drop in new customer orders this quarter,Myrnon,Therapeutics,Healthcare,sell,-0.9662,0.975
191,97,Calvos Genomics reports 10% increase in customer acquisition,Calvos,Genomics,Healthcare,buy,0.9375,0.951
193,50,Zrovov Advisors secures $180M contract with a major logistics provider,Zrovov,Advisors,Finance,buy,0.9378,0.9518
193,52,Plevum Partners misses quarterly revenue estimates by 5%,Plevum,Partners,Finance,sell,-0.9518,0.9634
193,64,Volval Devices launches next-generation enterprise software platform,Volval,Devices,Technology,buy,0.1429,0.8377
194,52,Nerven Grid sees mixed results in renewable storage pilot program,Nerven,Grid,Energy,sell,-0.9193,0.945
194,58,Dralol Computing secures $320M contract with a leading cloud platform,Dralol,Computing,Technology,buy,0.9334,0.9441
194,62,Nerven Grid begins scheduled maintenance of supply chain optimization systems,Nerven,Grid,Energy,buy,0.0728,0.8862
194,80,Orevex Renewables explores strategic alternatives for precision manufacturing unit,Orevex,Renewables,Energy,buy,0.2582,0.7254
194,93,Orevex Renewables files routine patent applications in precision manufacturing,Orevex,Renewables,Energy,sell,-0.0742,0.8464
194,94,Dralol Computing secures $400M contract with a multinational manufacturer,Dralol,Computing,Technology,buy,0.9132,0.9229
195,68,Zelvix Therapeutics secures $650M contract with a top-tier research institute,Zelvix,Therapeutics,Healthcare,buy,0.9322,0.9433
195,74,Zelvix Therapeutics reports rising costs pressuring margins in enterprise software,Zelvix,Therapeutics,Healthcare,sell,-0.7411,0.8629
195,78,Zelvon Biosciences signs multi-year partnership with a top-tier research institute,Zelvon,Biosciences,Healthcare,buy,0.9189,0.9295
195,88,Krevum Pharmaceuticals announces $0.8B share buyback program,Krevum,Pharmaceuticals,Healthcare,buy,0.115,0.8178
195,89,Zelvon Biosciences secures $50M contract with a national infrastructure agency,Zelvon,Biosciences,Healthcare,buy,0.934,0.9468
195,93,Relvon Fuels explores strategic alternatives for automated logistics unit,Relvon,Fuels,Energy,buy,0.3944,0.59
195,99,Krevum Pharmaceuticals launches next-generation precision manufacturing platform,Krevum,Pharmaceuticals,Healthcare,buy,0.3849,0.5919
196,56,Kelvos Resources secures $180M contract with a global retailer,Kelvos,Resources,Energy,buy,0.9331,0.9449
196,57,Nolvis Devices secures $400M contract with a top-tier research institute,Nolvis,Devices,Technology,buy,0.9204,0.9304
196,67,Prynis Systems wins industry award for excellence in renewable storage,Prynis,Systems,Technology,buy,0.9134,0.9255
196,74,Brevep Systems announces $7.9B share buyback program,Brevep,Systems,Technology,buy,0.0755,0.8666
196,84,Prynis Systems delays product launch in renewable storage segment,Prynis,Systems,Technology,sell,-0.5886,0.6218
196,85,Nolvis Devices raises full-year guidance citing robust demand,Nolvis,Devices,Technology,buy,0.6859,0.7847
196,88,Kelvos Resources announces breakthrough in enterprise software,Kelvos,Resources,Energy,buy,0.5884,0.603
196,88,Kelvos Resources secures $120M contract with a multinational manufacturer,Kelvos,Resources,Energy,buy,0.9205,0.9298
196,92,Brevep Systems secures $800M contract with a leading cloud platform,Brevep,Systems,Technology,buy,0.9357,0.9479
196,94,Brevep Systems completes strategic acquisition to strengthen enterprise software,Brevep,Systems,Technology,buy,0.8821,0.8923
196,98,Kelvos Resources announces $7.9B share buyback program,Kelvos,Resources,Energy,buy,0.0667,0.8651
197,51,Arnik Commerce secures $120M contract with an international consortium,Arnik,Commerce,Consumer Goods,buy,0.9193,0.9289
197,52,Plevum Partners signs multi-year partnership with a national infrastructure agency,Plevum,Partners,Finance,buy,0.9186,0.9291
197,54,Arnik Commerce names new head of precision manufacturing division,Arnik,Commerce,Consumer Goods,buy,0.0337,0.904
197,71,Frelex Outlets Chief Operating Officer steps down unexpectedly citing personal reasons,Frelex,Outlets,Consumer Goods,sell,-0.8983,0.9069
197,75,Xovol Goods files routine patent applications in wireless connectivity,Xovol,Goods,Consumer Goods,buy,0.0226,0.9235
197,75,Frelex Outlets recalls products in enterprise software line due to quality concerns,Frelex,Outlets,Consumer Goods,sell,-0.9588,0.9658
197,77,Xovol Goods completes strategic acquisition to strengthen wireless connectivity,Xovol,Goods,Consumer Goods,buy,0.9011,0.9091
197,78,Frelex Outlets reports 20% increase in customer acquisition,Frelex,Outlets,Consumer Goods,buy,0.9367,0.9524
197,80,Arnik Commerce faces regulatory review of process automation practices,Arnik,Commerce,Consumer Goods,sell,-0.2603,0.6795
197,81,Arnik Commerce opens new office in Europe,Arnik,Commerce,Consumer Goods,buy,0.2227,0.7556
198,57,Relvan Software misses quarterly revenue estimates by 18%,Relvan,Software,Technology,sell,-0.9597,0.9694
198,66,Crevex Labs sees 5% margin improvement in latest quarter,Crevex,Labs,Healthcare,buy,0.9381,0.9571
198,66,Crevex Labs files routine patent applications in cloud infrastructure,Crevex,Labs,Healthcare,sell,-0.0233,0.9395
198,70,Ulvon Renewables completes planned facility upgrade in Southeast Asia,Ulvon,Renewables,Energy,buy,0.8837,0.8951
198,70,Relvan Software secures $120M contract with a top-tier research institute,Relvan,Software,Technology,buy,0.9298,0.9425
198,70,Dralol Computing names new head of enterprise software division,Dralol,Computing,Technology,buy,0.0147,0.903
198,73,Relvan Software delays product launch in automated logistics segment,Relvan,Software,Technology,sell,-0.9289,0.9381
198,83,Ulvon Renewables opens new office in Middle East,Ulvon,Renewables,Energy,buy,0.1879,0.7858
198,84,Dralol Computing recalls products in data analytics line due to quality concerns,Dralol,Computing,Technology,sell,-0.9622,0.9702
198,90,Dralol Computing wins industry award for excellence in process automation,Dralol,Computing,Technology,buy,0.9082,0.9204
198,92,Relvan Software explores strategic alternatives for digital payments unit,Relvan,Software,Technology,buy,0.2645,0.7191
198,92,Crevex Labs expands operations into North America markets,Crevex,Labs,Healthcare,buy,0.7405,0.7509
198,96,Dralol Computing revises long-term strategy with focus on wireless connectivity,Dralol,Computing,Technology,buy,0.2038,0.7781
198,98,Relvan Software begins scheduled maintenance of wireless connectivity systems,Relvan,Software,Technology,buy,0.0613,0.9054
199,53,Xelvol Biotech reports 3% decline in operating income,Xelvol,Biotech,Healthcare,sell,-0.9663,0.9747
199,54,Nolvol Resources begins scheduled maintenance of supply chain optimization systems,Nolvol,Resources,Energy,buy,0.0602,0.9042
199,56,Xelvol Biotech opens new office in Southeast Asia,Xelvol,Biotech,Healthcare,buy,0.5586,0.5726
199,61,Xelvol Biotech files for regulatory approval of new digital payments offering,Xelvol,Biotech,Healthcare,buy,0.2294,0.7418
199,66,Yorvov Pharmaceuticals sees mixed results in automated logistics pilot program,Yorvov,Pharmaceuticals,Healthcare,sell,-0.9049,0.9445
199,67,Calvos Genomics completes planned facility upgrade in Scandinavia,Calvos,Genomics,Healthcare,buy,0.3867,0.5722
199,67,Yorvov Pharmaceuticals CFO steps down unexpectedly citing personal reasons,Yorvov,Pharmaceuticals,Healthcare,sell,-0.8581,0.868
199,68,Yorvov Pharmaceuticals secures $180M contract with a top-tier research institute,Yorvov,Pharmaceuticals,Healthcare,buy,0.9353,0.9473
199,76,Yorvov Pharmaceuticals completes strategic acquisition to strengthen process automation,Yorvov,Pharmaceuticals,Healthcare,buy,0.9238,0.9351
199,77,Yorvov Pharmaceuticals faces regulatory review of automated logistics practices,Yorvov,Pharmaceuticals,Healthcare,sell,-0.7271,0.7515
199,77,Yorvov Pharmaceuticals files for regulatory approval of new digital payments offering,Yorvov,Pharmaceuticals,Healthcare,buy,0.0812,0.8554
199,87,Xelvol Biotech sees 12% margin improvement in latest quarter,Xelvol,Biotech,Healthcare,buy,0.9377,0.9567
200,50,Nolvav Commerce faces regulatory review of automated logistics practices,Nolvav,Commerce,Consumer Goods,sell,-0.3967,0.539
200,62,Nolvav Commerce CFO steps down unexpectedly citing personal reasons,Nolvav,Commerce,Consumer Goods,sell,-0.9036,0.9118
200,63,Nolvav Commerce names new head of data analytics division,Nolvav,Commerce,Consumer Goods,buy,0.0245,0.9002
200,64,Nolvav Commerce announces $7.9B share buyback program,Nolvav,Commerce,Consumer Goods,buy,0.1112,0.841
200,64,Nolvav Commerce secures $50M contract with a top-tier research institute,Nolvav,Commerce,Consumer Goods,buy,0.9301,0.9407
200,67,Nolvav Commerce completes strategic acquisition to strengthen automated logistics,Nolvav,Commerce,Consumer Goods,buy,0.9172,0.9272
200,80,Nolvav Commerce recalls products in enterprise software line due to quality concerns,Nolvav,Commerce,Consumer Goods,sell,-0.9598,0.9668
200,81,Nolvav Commerce completes strategic acquisition to strengthen precision manufacturing,Nolvav,Commerce,Consumer Goods,buy,0.9237,0.935
200,95,Nerven Grid explores strategic alternatives for data analytics unit,Nerven,Grid,Energy,buy,0.2189,0.7655
201,50,Frelex Outlets sees mixed results in digital payments pilot program,Frelex,Outlets,Consumer Goods,sell,-0.9201,0.9455
201,54,Frelex Outlets completes strategic acquisition to strengthen renewable storage,Frelex,Outlets,Consumer Goods,buy,0.9159,0.926
201,56,Arnik Commerce secures $650M contract with a major logistics provider,Arnik,Commerce,Consumer Goods,buy,0.9377,0.9521
201,58,Xovol Goods faces class action over automated logistics service disruption,Xovol,Goods,Consumer Goods,sell,-0.9466,0.9583
201,58,Frelex Outlets wins industry award for excellence in automated logistics,Frelex,Outlets,Consumer Goods,buy,0.9133,0.9252
201,61,Frelex Outlets announces $0.8B share buyback program,Frelex,Outlets,Consumer Goods,buy,0.0518,0.8738
202,59,Frelex Outlets announces breakthrough in digital payments,Frelex,Outlets,Consumer Goods,buy,0.5583,0.5719
202,72,Calvis Sciences secures $800M contract with a multinational manufacturer,Calvis,Sciences,Healthcare,buy,0.9156,0.9247
202,73,"Frelex Outlets reports strong demand in Central Europe, raises outlook",Frelex,Outlets,Consumer Goods,buy,0.9313,0.9513
202,73,Wyrnik Sciences signs multi-year partnership with a multinational manufacturer,Wyrnik,Sciences,Healthcare,buy,0.9137,0.9223
202,77,Frelex Outlets files routine patent applications in data analytics,Frelex,Outlets,Consumer Goods,sell,-0.0244,0.9391
202,79,Wyrnik Sciences reports unexpected decline in Middle East revenue,Wyrnik,Sciences,Healthcare,sell,-0.9531,0.9718
202,83,"Frelex Outlets reports strong demand in Latin America, raises outlook",Frelex,Outlets,Consumer Goods,buy,0.9321,0.9508
202,85,Calvis Sciences announces $2.5B share buyback program,Calvis,Sciences,Healthcare,buy,0.1413,0.8255
202,85,Frelex Outlets reports rising costs pressuring margins in cloud infrastructure,Frelex,Outlets,Consumer Goods,sell,-0.8989,0.9425
202,90,Calvis Sciences reports rising costs pressuring margins in enterprise software,Calvis,Sciences,Healthcare,sell,-0.8738,0.9304
202,97,Frelex Outlets files routine patent applications in automated logistics,Frelex,Outlets,Consumer Goods,sell,-0.0042,0.948
202,98,Wyrnik Sciences explores strategic alternatives for wireless connectivity unit,Wyrnik,Sciences,Healthcare,buy,0.2224,0.7622
203,54,Arnos Marketplace files routine patent applications in supply chain optimization,Arnos,Marketplace,Consumer Goods,sell,-0.1242,0.844
203,59,Relvos Biosciences revises long-term strategy with focus on process automation,Relvos,Biosciences,Healthcare,buy,0.1845,0.7924
203,68,Relvos Biosciences to present at Annual Industry Forum,Relvos,Biosciences,Healthcare,buy,0.0295,0.9381
203,71,Relvos Biosciences secures $800M contract with a global retailer,Relvos,Biosciences,Healthcare,buy,0.933,0.9452
203,93,Relvos Biosciences sees 20% drop in new customer orders this quarter,Relvos,Biosciences,Healthcare,sell,-0.9666,0.9752
204,61,Nerven Grid opens new office in North America,Nerven,Grid,Energy,buy,0.217,0.752
204,72,Nerven Grid secures $75M contract with a global retailer,Nerven,Grid,Energy,buy,0.9343,0.9474
204,74,Zelval Energy sees 10% margin improvement in latest quarter,Zelval,Energy,Energy,buy,0.9375,0.9567
204,74,Relvon Fuels sees 20% margin improvement in latest quarter,Relvon,Fuels,Energy,buy,0.9399,0.9575
204,76,Zelval Energy announces $1.2B share buyback program,Zelval,Energy,Energy,buy,0.125,0.8309
204,79,"Zelval Energy reports strong demand in Middle East, raises outlook",Zelval,Energy,Energy,buy,0.9318,0.9496
204,85,Relvon Fuels secures $650M contract with a top-tier research institute,Relvon,Fuels,Energy,buy,0.9322,0.9437
205,51,Talvyn Goods CTO addresses investor concerns in open letter,Talvyn,Goods,Consumer Goods,sell,-0.1598,0.7548
205,58,Xovep Stores files routine patent applications in precision manufacturing,Xovep,Stores,Consumer Goods,sell,-0.0058,0.9496
205,74,Crevol Retail Group faces regulatory review of automated logistics practices,Crevol,Retail Group,Consumer Goods,sell,-0.4631,0.502
205,80,Xovep Stores names new head of supply chain optimization division,Xovep,Stores,Consumer Goods,buy,0.0188,0.914
205,86,Crevol Retail Group misses quarterly revenue estimates by 10%,Crevol,Retail Group,Consumer Goods,sell,-0.9613,0.9711
205,93,Xovep Stores announces breakthrough in enterprise software,Xovep,Stores,Consumer Goods,buy,0.6373,0.6511
205,94,Krevum Pharmaceuticals secures $120M contract with a global retailer,Krevum,Pharmaceuticals,Healthcare,buy,0.9365,0.9501
205,99,Crevol Retail Group raises full-year guidance citing robust demand,Crevol,Retail Group,Consumer Goods,buy,0.8908,0.9306
206,53,Zrovex Industries to host investor day focused on enterprise software strategy,Zrovex,Industries,Industrials,buy,0.0752,0.8973
206,58,Brevep Systems reports 5% decline in operating income,Brevep,Systems,Technology,sell,-0.9661,0.9747
206,70,Zrovex Industries recalls products in supply chain optimization line due to quality concerns,Zrovex,Industries,Industrials,sell,-0.9577,0.9654
206,71,Crevex Labs sees 10% drop in new customer orders this quarter,Crevex,Labs,Healthcare,sell,-0.9656,0.9747
206,77,Crevex Labs opens new office in Middle East,Crevex,Labs,Healthcare,buy,0.2572,0.7142
206,78,Zrovex Industries faces regulatory review of wireless connectivity practices,Zrovex,Industries,Industrials,sell,-0.6134,0.6352
206,90,Brevep Systems secures $500M contract with a national infrastructure agency,Brevep,Systems,Technology,buy,0.9342,0.9466
207,50,Urvel Grid announces significant capital expenditure plan for Asia Pacific,Urvel,Grid,Energy,buy,0.8692,0.886
207,51,Zrovov Advisors announces $9.6B share buyback program,Zrovov,Advisors,Finance,buy,0.0522,0.9006
207,55,Urvel Grid reports rising costs pressuring margins in automated logistics,Urvel,Grid,Energy,sell,-0.9335,0.9613
207,60,Zrovov Advisors secures $120M contract with a multinational manufacturer,Zrovov,Advisors,Finance,buy,0.9175,0.9269
207,64,Talvix Holdings explores strategic alternatives for precision manufacturing unit,Talvix,Holdings,Finance,buy,0.1595,0.8237
208,61,Nolvav Commerce secures $500M contract with a major logistics provider,Nolvav,Commerce,Consumer Goods,buy,0.9381,0.9526
208,62,Joval Brands warns of supply chain disruptions affecting Latin America operations,Joval,Brands,Consumer Goods,sell,-0.9315,0.9468
208,64,Nolvav Commerce announces breakthrough in automated logistics,Nolvav,Commerce,Consumer Goods,buy,0.5544,0.568
208,92,Urvel Grid announces breakthrough in precision manufacturing,Urvel,Grid,Energy,buy,0.6404,0.6585
208,99,Frelex Outlets delays product launch in automated logistics segment,Frelex,Outlets,Consumer Goods,sell,-0.9433,0.9513
209,52,Halvax Networks reports unexpected decline in North America revenue,Halvax,Networks,Technology,sell,-0.9649,0.975
209,53,Halvax Networks begins scheduled maintenance of supply chain optimization systems,Halvax,Networks,Technology,buy,0.05,0.91
209,66,Nolvis Devices completes planned facility upgrade in Europe,Nolvis,Devices,Technology,buy,0.3999,0.5555
209,76,Grevel Diagnostics withdraws from Europe market citing unfavorable conditions,Grevel,Diagnostics,Healthcare,sell,-0.9572,0.9651
209,79,Talvep Computing wins industry award for excellence in data analytics,Talvep,Computing,Technology,buy,0.9124,0.9243
209,95,Halvax Networks secures $650M contract with a leading cloud platform,Halvax,Networks,Technology,buy,0.9358,0.9473
210,50,Ulvyn Microchips faces regulatory review of digital payments practices,Ulvyn,Microchips,Technology,sell,-0.382,0.5722
