session,bar_ix,headline,company,sentiment,sentiment_score,confidence
291,49,Pleven Trading Co loses key contract in Asia Pacific to competitor,Pleven,sell,-0.9402,0.9617
292,7,Frelis Genomics launches next-generation renewable storage platform,Frelis,buy,0.1967,0.7865
292,10,"Frelis Genomics reports record quarterly revenue, up 5% year-over-year",Frelis,buy,0.9383,0.9575
292,15,Frelis Genomics launches next-generation automated logistics platform,Frelis,buy,0.2536,0.7286
292,19,Crevol Retail Group expands operations into Asia Pacific markets,Crevol,buy,0.8666,0.8743
292,20,Varvov Retail Group delays product launch in data analytics segment,Varvov,sell,-0.9146,0.9243
292,44,Varvov Retail Group files for regulatory approval of new renewable storage offering,Varvov,buy,0.2845,0.6717
292,47,Crevol Retail Group faces regulatory review of renewable storage practices,Crevol,sell,-0.5148,0.545
292,49,Varvov Retail Group names new head of digital payments division,Varvov,buy,0.0129,0.9125
293,1,Varvov Retail Group files routine patent applications in enterprise software,Varvov,sell,-0.0382,0.928
293,1,Zelvon Biosciences revises long-term strategy with focus on cloud infrastructure,Zelvon,buy,0.2589,0.7189
293,7,Zelvon Biosciences reports rising costs pressuring margins in renewable storage,Zelvon,sell,-0.655,0.8181
293,14,Zelvon Biosciences launches next-generation digital payments platform,Zelvon,buy,0.171,0.811
293,16,Jorvix Diagnostics begins scheduled maintenance of enterprise software systems,Jorvix,buy,0.032,0.9267
293,19,Calvos Genomics secures $120M contract with a leading cloud platform,Calvos,buy,0.934,0.9447
293,33,Calvos Genomics reports unexpected decline in Latin America revenue,Calvos,sell,-0.9486,0.9692
293,35,Varvov Retail Group begins scheduled maintenance of process automation systems,Varvov,buy,0.0305,0.9245
293,44,Calvos Genomics recalls products in cloud infrastructure line due to quality concerns,Calvos,sell,-0.9572,0.9648
294,4,Dralol Computing secures $180M contract with a leading cloud platform,Dralol,buy,0.9349,0.9463
294,11,Holtum Asset Group faces regulatory review of precision manufacturing practices,Holtum,sell,-0.5534,0.5809
294,24,Dralol Computing faces regulatory review of automated logistics practices,Dralol,sell,-0.1665,0.7358
294,30,Holtum Asset Group to host investor day focused on precision manufacturing strategy,Holtum,buy,0.0845,0.8921
294,34,Brevon Microchips secures $75M contract with a top-tier research institute,Brevon,buy,0.9314,0.9424
294,34,Dralol Computing secures $75M contract with a leading cloud platform,Dralol,buy,0.9347,0.9457
294,43,Brevon Microchips faces class action over supply chain optimization service disruption,Brevon,sell,-0.9442,0.9556
294,48,Dralol Computing misses quarterly revenue estimates by 15%,Dralol,sell,-0.946,0.9605
295,3,Jorvis Fuels secures $75M contract with a global retailer,Jorvis,buy,0.933,0.9451
295,7,Brevon Microchips completes strategic acquisition to strengthen wireless connectivity,Brevon,buy,0.9172,0.9262
295,8,Jorvis Fuels begins scheduled maintenance of cloud infrastructure systems,Jorvis,buy,0.1291,0.8477
295,11,Talvep Computing reports 8% increase in customer acquisition,Talvep,buy,0.9364,0.9524
295,12,Jorvis Fuels secures $500M contract with a top-tier research institute,Jorvis,buy,0.9289,0.9401
295,20,Jorvis Fuels announces $3.8B share buyback program,Jorvis,buy,0.2127,0.7542
295,21,Talvep Computing announces breakthrough in supply chain optimization,Talvep,buy,0.8209,0.8317
295,24,Relvan Software to present at Tech Leadership Conference,Relvan,buy,0.0697,0.903
295,28,Brevon Microchips names new head of renewable storage division,Brevon,buy,0.0193,0.8969
295,32,Talvep Computing misses quarterly revenue estimates by 3%,Talvep,sell,-0.9499,0.963
295,34,Jorvis Fuels secures $50M contract with a national infrastructure agency,Jorvis,buy,0.9343,0.9465
295,43,Jorvis Fuels faces regulatory review of enterprise software practices,Jorvis,sell,-0.5046,0.5311
295,48,Relvan Software faces regulatory review of automated logistics practices,Relvan,sell,-0.5809,0.6101
296,0,Jorvix Diagnostics Chief Operating Officer addresses investor concerns in open letter,Jorvix,sell,-0.1601,0.735
296,0,Jorvix Diagnostics revises long-term strategy with focus on supply chain optimization,Jorvix,buy,0.2232,0.7421
296,2,Jorvis Fuels completes strategic acquisition to strengthen precision manufacturing,Jorvis,buy,0.923,0.9336
296,13,Urvel Grid enters joint venture with a leading cloud platform,Urvel,buy,0.8836,0.8917
296,14,Nolvol Resources completes planned facility upgrade in Scandinavia,Nolvol,buy,0.4625,0.4923
296,22,Jorvix Diagnostics reports 15% increase in customer acquisition,Jorvix,buy,0.9372,0.9532
296,23,Jorvix Diagnostics reports 12% decline in operating income,Jorvix,sell,-0.9669,0.975
296,39,Jorvis Fuels revises long-term strategy with focus on supply chain optimization,Jorvis,buy,0.1976,0.7789
296,43,Jorvix Diagnostics reports 18% decline in operating income,Jorvix,sell,-0.9669,0.975
297,1,Ixenix Technologies secures $75M contract with a major logistics provider,Ixenix,buy,0.9357,0.95
297,6,Ixenix Technologies sees 3% margin improvement in latest quarter,Ixenix,buy,0.9385,0.9572
297,11,Ixenix Technologies Chief Operating Officer addresses investor concerns in open letter,Ixenix,sell,-0.1338,0.7822
297,11,Creven Securities files for regulatory approval of new precision manufacturing offering,Creven,buy,0.0754,0.8753
297,17,Ixenix Technologies publishes annual sustainability report,Ixenix,buy,0.0136,0.941
297,30,Ixenix Technologies sees 15% drop in new customer orders this quarter,Ixenix,sell,-0.9671,0.9752
297,30,Creven Securities faces regulatory review of cloud infrastructure practices,Creven,sell,-0.6469,0.6677
297,32,Brevep Systems faces class action over precision manufacturing service disruption,Brevep,sell,-0.936,0.9498
297,41,Brevep Systems faces class action over precision manufacturing service disruption,Brevep,sell,-0.936,0.9498
297,44,Ixenix Technologies to host investor day focused on supply chain optimization strategy,Ixenix,buy,0.1227,0.8556
297,49,Ixenix Technologies files for regulatory approval of new wireless connectivity offering,Ixenix,buy,0.4529,0.5057
298,5,Jovor Networks wins industry award for excellence in process automation,Jovor,buy,0.9093,0.9208
298,6,Halvav Brands secures $250M contract with an international consortium,Halvav,buy,0.9197,0.9289
298,13,Talvyn Goods signs multi-year partnership with a national infrastructure agency,Talvyn,buy,0.914,0.9233
298,21,Jovor Networks to host investor day focused on renewable storage strategy,Jovor,buy,0.1112,0.868
298,27,Jovor Networks secures $75M contract with a top-tier research institute,Jovor,buy,0.9267,0.9376
298,30,Halvav Brands wins industry award for excellence in cloud infrastructure,Halvav,buy,0.8974,0.9086
298,36,Orevar Marketplace opens new office in Asia Pacific,Orevar,buy,0.2379,0.7425
298,41,Talvyn Goods names new head of data analytics division,Talvyn,buy,0.008,0.9051
298,42,Orevar Marketplace achieves key regulatory milestone ahead of schedule,Orevar,buy,0.8907,0.9002
298,47,Talvyn Goods launches next-generation enterprise software platform,Talvyn,buy,0.1415,0.8395
298,48,Talvyn Goods reports rising costs pressuring margins in renewable storage,Talvyn,sell,-0.8384,0.9099
299,2,Relvan Software Chief Strategy Officer addresses investor concerns in open letter,Relvan,sell,-0.1641,0.7408
299,6,Ixenix Technologies secures $75M contract with a multinational manufacturer,Ixenix,buy,0.9279,0.938
299,12,Ixenix Technologies warns of supply chain disruptions affecting Central Europe operations,Ixenix,sell,-0.9293,0.9471
299,17,Relvan Software to host investor day focused on precision manufacturing strategy,Relvan,buy,0.077,0.8965
299,20,Nolvis Devices completes strategic acquisition to strengthen automated logistics,Nolvis,buy,0.8171,0.8289
299,26,Ixenix Technologies secures $50M contract with a multinational manufacturer,Ixenix,buy,0.9271,0.9369
299,27,Relvan Software secures $75M contract with a leading cloud platform,Relvan,buy,0.9357,0.9483
299,41,Relvan Software wins industry award for excellence in wireless connectivity,Relvan,buy,0.8966,0.9089
299,47,Relvan Software reports rising costs pressuring margins in digital payments,Relvan,sell,-0.9484,0.9687
299,48,Relvan Software faces class action over process automation service disruption,Relvan,sell,-0.9369,0.9474
299,49,Prynis Systems announces significant capital expenditure plan for North America,Prynis,buy,0.8521,0.8728
300,0,Holtar Stores reports 15% increase in customer acquisition,Holtar,buy,0.9374,0.9526
300,16,Crevol Retail Group enters joint venture with a top-tier research institute,Crevol,buy,0.7024,0.7111
300,28,Holtar Stores reports 5% increase in customer acquisition,Holtar,buy,0.9367,0.9527
300,37,Joval Brands explores strategic alternatives for enterprise software unit,Joval,buy,0.1928,0.7904
300,41,Crevol Retail Group launches next-generation supply chain optimization platform,Crevol,buy,0.2414,0.7426
301,1,Halvix Holdings wins industry award for excellence in enterprise software,Halvix,buy,0.9195,0.9317
301,9,Yorval Partners launches next-generation cloud infrastructure platform,Yorval,buy,0.2125,0.7705
301,11,Plevum Partners secures $800M contract with a leading cloud platform,Plevum,buy,0.9321,0.9427
301,13,Plevum Partners enters joint venture with an international consortium,Plevum,buy,0.7724,0.7812
301,23,Xovol Goods reports 10% increase in customer acquisition,Xovol,buy,0.9378,0.9537
301,24,Yorval Partners opens new office in Latin America,Yorval,buy,0.2782,0.701
301,33,"Halvix Holdings reports strong demand in Europe, raises outlook",Halvix,buy,0.9353,0.9532
301,33,Plevum Partners explores strategic alternatives for automated logistics unit,Plevum,buy,0.272,0.7126
301,35,Plevum Partners reports 18% decline in operating income,Plevum,sell,-0.9667,0.9743
301,46,Plevum Partners sees 18% drop in new customer orders this quarter,Plevum,sell,-0.9668,0.975
302,3,Arnos Marketplace loses key contract in Central Europe to competitor,Arnos,sell,-0.9254,0.9489
302,5,Varvov Retail Group secures $75M contract with a multinational manufacturer,Varvov,buy,0.9342,0.9463
302,17,Arnos Marketplace announces $2.5B share buyback program,Arnos,buy,0.1347,0.8333
302,38,Xovol Goods reports rising costs pressuring margins in precision manufacturing,Xovol,sell,-0.7542,0.8685
302,46,Varvov Retail Group announces significant capital expenditure plan for Southeast Asia,Varvov,buy,0.9032,0.9234
302,48,Arnos Marketplace files for regulatory approval of new wireless connectivity offering,Arnos,buy,0.3073,0.6573
303,7,Nolvis Devices reports unexpected decline in Scandinavia revenue,Nolvis,sell,-0.9618,0.9735
303,16,Ulvyn Microchips sees 3% margin improvement in latest quarter,Ulvyn,buy,0.9342,0.9558
303,21,Nolvis Devices secures $800M contract with a major logistics provider,Nolvis,buy,0.9337,0.9469
303,22,Nolvis Devices secures $320M contract with an international consortium,Nolvis,buy,0.9155,0.9249
303,27,Talvep Computing reports 10% increase in customer acquisition,Talvep,buy,0.938,0.9539
303,27,"Brevep Systems reports record quarterly revenue, up 25% year-over-year",Brevep,buy,0.9371,0.9574
303,32,Nolvis Devices sees 5% drop in new customer orders this quarter,Nolvis,sell,-0.9655,0.9746
303,34,Brevep Systems names new head of enterprise software division,Brevep,buy,0.0034,0.9018
303,35,Brevep Systems files routine patent applications in supply chain optimization,Brevep,sell,-0.0783,0.8867
303,35,Nolvis Devices secures $400M contract with a multinational manufacturer,Nolvis,buy,0.9201,0.9301
303,44,Nolvis Devices Chief Strategy Officer addresses investor concerns in open letter,Nolvis,sell,-0.1158,0.7972
303,48,Ulvyn Microchips completes planned facility upgrade in Asia Pacific,Ulvyn,buy,0.8849,0.8973
304,7,Arnos Marketplace explores strategic alternatives for cloud infrastructure unit,Arnos,buy,0.2187,0.7661
304,22,Orevar Marketplace sees 15% margin improvement in latest quarter,Orevar,buy,0.9357,0.9568
304,25,Joval Brands opens new office in Southeast Asia,Joval,buy,0.185,0.7925
304,31,Nerven Grid wins industry award for excellence in wireless connectivity,Nerven,buy,0.8901,0.9012
304,36,Nerven Grid reports 10% decline in operating income,Nerven,sell,-0.9666,0.9749
305,1,Brevon Microchips misses quarterly revenue estimates by 15%,Brevon,sell,-0.6319,0.7928
305,14,Nolvis Devices delays product launch in automated logistics segment,Nolvis,sell,-0.8069,0.8269
305,19,Nolvis Devices secures $500M contract with an international consortium,Nolvis,buy,0.9096,0.9188
305,19,Nolvis Devices enters joint venture with a multinational manufacturer,Nolvis,buy,0.6542,0.664
305,24,Brevon Microchips warns of supply chain disruptions affecting Southeast Asia operations,Brevon,sell,-0.9134,0.9363
305,25,Crevex Labs sees mixed results in cloud infrastructure pilot program,Crevex,sell,-0.9151,0.9455
305,28,Nolvis Devices announces breakthrough in enterprise software,Nolvis,buy,0.1618,0.8035
305,36,Nolvis Devices files for regulatory approval of new digital payments offering,Nolvis,buy,0.053,0.9146
305,47,Crevex Labs revises long-term strategy with focus on wireless connectivity,Crevex,buy,0.1543,0.8235
306,15,Volval Devices secures $650M contract with a top-tier research institute,Volval,buy,0.9225,0.9317
306,18,Arnos Marketplace delays product launch in cloud infrastructure segment,Arnos,sell,-0.9375,0.9461
306,26,Holtar Stores launches next-generation wireless connectivity platform,Holtar,buy,0.3431,0.6407
306,32,Crevol Retail Group explores strategic alternatives for process automation unit,Crevol,buy,0.2342,0.7497
306,43,Holtar Stores files for regulatory approval of new process automation offering,Holtar,buy,0.1805,0.788
306,48,Crevol Retail Group reports rising costs pressuring margins in renewable storage,Crevol,sell,-0.7331,0.8576
306,49,Holtar Stores to host investor day focused on precision manufacturing strategy,Holtar,buy,0.1414,0.836
307,3,Grevon Biotech announces breakthrough in precision manufacturing,Grevon,buy,0.7321,0.7468
307,5,Jovik Asset Group launches next-generation automated logistics platform,Jovik,buy,0.2762,0.705
307,11,Plevyl Advisors announces $1.2B share buyback program,Plevyl,buy,0.0805,0.8868
307,12,Jovik Asset Group opens new office in Latin America,Jovik,buy,0.2759,0.7035
307,14,Zrovov Advisors CEO steps down unexpectedly citing personal reasons,Zrovov,sell,-0.8706,0.8801
307,15,Grevon Biotech reports 10% increase in customer acquisition,Grevon,buy,0.9374,0.9535
307,18,Zrovov Advisors revises long-term strategy with focus on supply chain optimization,Zrovov,buy,0.1231,0.8427
307,18,Zrovov Advisors withdraws from Central Europe market citing unfavorable conditions,Zrovov,sell,-0.9508,0.9594
307,32,Grevon Biotech completes planned facility upgrade in Central Europe,Grevon,buy,0.8615,0.8745
307,33,Plevyl Advisors sees mixed results in data analytics pilot program,Plevyl,sell,-0.9439,0.9604
307,33,Zrovov Advisors opens new office in Middle East,Zrovov,buy,0.1886,0.7857
307,40,Plevyl Advisors sees 10% margin improvement in latest quarter,Plevyl,buy,0.9383,0.9567
308,6,Nolvis Devices announces $5.7B share buyback program,Nolvis,buy,0.0778,0.874
308,9,Joval Brands announces $9.6B share buyback program,Joval,buy,0.1175,0.8337
308,20,Nolvis Devices faces class action over wireless connectivity service disruption,Nolvis,sell,-0.8726,0.8882
308,21,Joval Brands expands operations into North America markets,Joval,buy,0.6492,0.6597
308,21,Pleven Trading Co reports unexpected decline in Southeast Asia revenue,Pleven,sell,-0.9575,0.9743
308,32,Joval Brands announces $4.1B share buyback program,Joval,buy,0.099,0.8533
308,43,Pleven Trading Co announces breakthrough in digital payments,Pleven,buy,0.6577,0.6726
308,43,Pleven Trading Co CFO steps down unexpectedly citing personal reasons,Pleven,sell,-0.8744,0.884
308,46,Nolvis Devices secures $75M contract with a national infrastructure agency,Nolvis,buy,0.93,0.9413
309,2,Kelvik Power secures $250M contract with a national infrastructure agency,Kelvik,buy,0.9344,0.9471
309,7,Plevik Energy reports unexpected decline in North America revenue,Plevik,sell,-0.9632,0.9767
309,10,Kelvik Power opens new office in Latin America,Kelvik,buy,0.3592,0.6201
309,10,Talvyn Goods enters joint venture with a leading cloud platform,Talvyn,buy,0.8745,0.882
309,11,Kelvik Power reports rising costs pressuring margins in supply chain optimization,Kelvik,sell,-0.7083,0.8467
309,13,Plevik Energy CEO addresses investor concerns in open letter,Plevik,sell,-0.1157,0.7901
309,19,Plevik Energy secures $250M contract with a multinational manufacturer,Plevik,buy,0.9279,0.9379
309,19,Kelvik Power lowers full-year guidance amid softening demand,Kelvik,sell,-0.9586,0.9702
309,23,Nerven Grid reports rising costs pressuring margins in enterprise software,Nerven,sell,-0.8589,0.9225
309,38,Plevik Energy sees 12% drop in new customer orders this quarter,Plevik,sell,-0.9665,0.9751
309,42,Kelvik Power announces $3.8B share buyback program,Kelvik,buy,0.135,0.8184
310,0,Halvix Holdings secures $400M contract with a leading cloud platform,Halvix,buy,0.9344,0.9453
310,3,Brevep Systems opens new office in North America,Brevep,buy,0.3837,0.5851
310,3,Frelol Software announces $9.6B share buyback program,Frelol,buy,0.0403,0.8271
310,5,"Frelol Software reports record quarterly revenue, up 12% year-over-year",Frelol,buy,0.9361,0.957
310,8,Brevep Systems secures $400M contract with a multinational manufacturer,Brevep,buy,0.9302,0.9404
310,8,Brevep Systems revises long-term strategy with focus on renewable storage,Brevep,buy,0.3964,0.585
310,22,Nolvis Devices reports rising costs pressuring margins in cloud infrastructure,Nolvis,sell,-0.9393,0.9635
310,33,Brevep Systems explores strategic alternatives for data analytics unit,Brevep,buy,0.2265,0.7572
310,34,Nolvis Devices completes planned facility upgrade in Europe,Nolvis,buy,0.3999,0.5555
310,37,Halvix Holdings expands operations into Middle East markets,Halvix,buy,0.6446,0.6545
310,43,Halvix Holdings Chief Strategy Officer steps down unexpectedly citing personal reasons,Halvix,sell,-0.8892,0.8979
310,44,Halvix Holdings wins industry award for excellence in precision manufacturing,Halvix,buy,0.9149,0.927
310,49,Nolvis Devices CFO addresses investor concerns in open letter,Nolvis,sell,-0.0939,0.8339
311,10,Orevov Solutions faces class action over enterprise software service disruption,Orevov,sell,-0.9314,0.9436
311,12,Orevov Solutions files for regulatory approval of new cloud infrastructure offering,Orevov,buy,0.3613,0.6026
311,13,Nolvol Resources CTO steps down unexpectedly citing personal reasons,Nolvol,sell,-0.8748,0.8841
311,17,Kelvik Power announces breakthrough in process automation,Kelvik,buy,0.7484,0.7596
311,22,Kelvik Power faces regulatory review of precision manufacturing practices,Kelvik,sell,-0.3577,0.5549
311,25,Ixenix Technologies recalls products in cloud infrastructure line due to quality concerns,Ixenix,sell,-0.9621,0.9694
311,26,"Orevov Solutions reports strong demand in Asia Pacific, raises outlook",Orevov,buy,0.9386,0.9539
311,29,Orevov Solutions reports 5% decline in operating income,Orevov,sell,-0.9666,0.9743
312,8,Frelol Software explores strategic alternatives for data analytics unit,Frelol,buy,0.2618,0.7212
312,10,Frelol Software completes strategic acquisition to strengthen renewable storage,Frelol,buy,0.9071,0.9167
312,12,Relvan Software completes strategic acquisition to strengthen renewable storage,Relvan,buy,0.9068,0.9162
312,20,"Krevan Investments reports record quarterly revenue, up 7% year-over-year",Krevan,buy,0.9369,0.9571
312,26,Krevan Investments files for regulatory approval of new digital payments offering,Krevan,buy,0.0475,0.8901
312,33,Relvan Software explores strategic alternatives for precision manufacturing unit,Relvan,buy,0.1862,0.7952
312,34,Frelol Software reports unexpected decline in Latin America revenue,Frelol,sell,-0.9613,0.975
312,38,Frelol Software announces significant capital expenditure plan for Central Europe,Frelol,buy,0.8568,0.8767
312,40,Krevan Investments loses key contract in Europe to competitor,Krevan,sell,-0.9341,0.9534
312,42,Relvan Software Chief Strategy Officer steps down unexpectedly citing personal reasons,Relvan,sell,-0.8898,0.8984
312,42,Dralol Computing begins scheduled maintenance of renewable storage systems,Dralol,buy,0.1682,0.8074
312,44,Relvan Software to host investor day focused on cloud infrastructure strategy,Relvan,buy,0.0857,0.8899
312,49,Dralol Computing launches next-generation wireless connectivity platform,Dralol,buy,0.2673,0.7147
313,1,Frelex Outlets sees mixed results in automated logistics pilot program,Frelex,sell,-0.9214,0.9497
313,2,Joval Brands launches next-generation automated logistics platform,Joval,buy,0.2504,0.7328
313,7,Pleven Trading Co secures $320M contract with a multinational manufacturer,Pleven,buy,0.9317,0.9444
313,7,Pleven Trading Co secures $800M contract with a multinational manufacturer,Pleven,buy,0.9303,0.9421
313,9,Jorvyl Securities files for regulatory approval of new process automation offering,Jorvyl,buy,0.2678,0.7006
313,21,Jorvyl Securities sees 3% margin improvement in latest quarter,Jorvyl,buy,0.9319,0.9547
313,24,Pleven Trading Co announces breakthrough in process automation,Pleven,buy,0.7376,0.7518
313,39,Pleven Trading Co files routine patent applications in wireless connectivity,Pleven,sell,-0.5611,0.5826
313,45,Jorvyl Securities reports 7% decline in operating income,Jorvyl,sell,-0.9669,0.9754
313,46,Jorvyl Securities secures $650M contract with a national infrastructure agency,Jorvyl,buy,0.9323,0.9438
314,9,Zelvon Biosciences announces major organizational restructuring,Zelvon,sell,-0.7415,0.7907
314,15,Relvos Biosciences reports 25% increase in customer acquisition,Relvos,buy,0.9379,0.952
314,22,Wyrnik Sciences revises long-term strategy with focus on cloud infrastructure,Wyrnik,buy,0.1676,0.813
314,25,Nolvav Commerce CFO steps down unexpectedly citing personal reasons,Nolvav,sell,-0.9036,0.9118
314,34,Zelvon Biosciences files for regulatory approval of new supply chain optimization offering,Zelvon,buy,0.3738,0.5912
314,35,Zelvon Biosciences reports 5% decline in operating income,Zelvon,sell,-0.9664,0.9747
314,35,Zelvon Biosciences sees mixed results in renewable storage pilot program,Zelvon,sell,-0.8789,0.9214
314,37,"Relvos Biosciences reports record quarterly revenue, up 12% year-over-year",Relvos,buy,0.9375,0.9568
314,41,Zelvon Biosciences to host investor day focused on supply chain optimization strategy,Zelvon,buy,0.1157,0.8598
314,42,Nolvav Commerce announces breakthrough in wireless connectivity,Nolvav,buy,0.4618,0.5113
315,11,Grevon Biotech sees 7% margin improvement in latest quarter,Grevon,buy,0.937,0.9562
315,12,Grevon Biotech completes planned facility upgrade in Europe,Grevon,buy,0.8401,0.8535
315,14,Grevon Biotech revises long-term strategy with focus on supply chain optimization,Grevon,buy,0.413,0.5655
315,19,Xelvol Biotech opens new office in Southeast Asia,Xelvol,buy,0.5586,0.5726
315,34,Xelvol Biotech reports unexpected decline in Scandinavia revenue,Xelvol,sell,-0.9647,0.9744
315,36,Grevon Biotech recalls products in enterprise software line due to quality concerns,Grevon,sell,-0.9482,0.9595
315,40,Wyrnor Solutions secures $180M contract with a major logistics provider,Wyrnor,buy,0.9372,0.9518
315,45,Wyrnor Solutions files for regulatory approval of new renewable storage offering,Wyrnor,buy,0.3548,0.6165
315,45,Xelvol Biotech launches next-generation renewable storage platform,Xelvol,buy,0.3773,0.6042
316,12,Nolvis Devices secures $120M contract with a global retailer,Nolvis,buy,0.9343,0.9468
316,14,Ilval Financial expands operations into Europe markets,Ilval,buy,0.8329,0.8406
316,21,Nolvis Devices CTO steps down unexpectedly citing personal reasons,Nolvis,sell,-0.8779,0.8878
316,23,Halven Investments begins scheduled maintenance of precision manufacturing systems,Halven,buy,0.0716,0.8973
316,27,Halven Investments faces class action over digital payments service disruption,Halven,sell,-0.9053,0.9182
316,33,Holtum Asset Group announces breakthrough in supply chain optimization,Holtum,buy,0.8593,0.8744
316,40,Ilval Financial enters joint venture with a multinational manufacturer,Ilval,buy,0.686,0.6944
316,46,Holtum Asset Group opens new office in Middle East,Holtum,buy,0.1706,0.805
316,49,Holtum Asset Group launches next-generation data analytics platform,Holtum,buy,0.1653,0.8174
317,1,Relvos Biosciences files for regulatory approval of new renewable storage offering,Relvos,buy,0.2036,0.7534
317,14,Relvos Biosciences files routine patent applications in digital payments,Relvos,sell,-0.0052,0.9493
317,16,Relvos Biosciences revises long-term strategy with focus on digital payments,Relvos,buy,0.2333,0.7433
317,18,Nerval Biopharma completes strategic acquisition to strengthen wireless connectivity,Nerval,buy,0.8848,0.8936
317,21,Xelvol Biotech loses key contract in Scandinavia to competitor,Xelvol,sell,-0.9296,0.951
317,26,Relvon Fuels sees 10% drop in new customer orders this quarter,Relvon,sell,-0.9651,0.9747
317,27,Xelvol Biotech confirms participation in Capital Markets Day,Xelvol,buy,0.469,0.5128
317,28,Relvos Biosciences misses quarterly revenue estimates by 7%,Relvos,sell,-0.9316,0.9517
317,37,Relvon Fuels recalls products in digital payments line due to quality concerns,Relvon,sell,-0.9546,0.9617
318,4,Holtar Stores loses key contract in Southeast Asia to competitor,Holtar,sell,-0.9367,0.9592
318,9,Joval Brands sees 15% drop in new customer orders this quarter,Joval,sell,-0.967,0.9751
318,10,Joval Brands secures $180M contract with a global retailer,Joval,buy,0.9335,0.9463
318,14,Joval Brands faces regulatory review of precision manufacturing practices,Joval,sell,-0.3502,0.5827
318,15,Joval Brands files for regulatory approval of new process automation offering,Joval,buy,0.2001,0.7552
318,21,Crevol Retail Group Chief Operating Officer addresses investor concerns in open letter,Crevol,sell,-0.0876,0.8171
318,24,Crevol Retail Group sees 18% margin improvement in latest quarter,Crevol,buy,0.9327,0.9548
318,26,Holtar Stores completes strategic acquisition to strengthen wireless connectivity,Holtar,buy,0.8797,0.889
318,29,Crevol Retail Group sees 8% margin improvement in latest quarter,Crevol,buy,0.9321,0.9543
318,30,Joval Brands CTO steps down unexpectedly citing personal reasons,Joval,sell,-0.8719,0.8814
318,31,Joval Brands wins industry award for excellence in automated logistics,Joval,buy,0.9025,0.9146
318,31,Joval Brands recalls products in enterprise software line due to quality concerns,Joval,sell,-0.9544,0.9624
318,32,Joval Brands secures $75M contract with a major logistics provider,Joval,buy,0.9392,0.9528
318,32,Crevol Retail Group reports unexpected decline in Latin America revenue,Crevol,sell,-0.9562,0.9735
318,34,Joval Brands reports 7% increase in customer acquisition,Joval,buy,0.9378,0.9512
318,44,Joval Brands reports 10% increase in customer acquisition,Joval,buy,0.9394,0.953
319,2,Holtar Stores sees mixed results in renewable storage pilot program,Holtar,sell,-0.8463,0.9055
319,5,Orevar Marketplace to present at Capital Markets Day,Orevar,buy,0.0098,0.9444
319,7,Halvav Brands announces breakthrough in precision manufacturing,Halvav,buy,0.846,0.855
319,8,Halvav Brands wins industry award for excellence in process automation,Halvav,buy,0.9136,0.925
319,14,Holtar Stores misses quarterly revenue estimates by 8%,Holtar,sell,-0.8998,0.9353
319,16,Orevar Marketplace completes strategic acquisition to strengthen digital payments,Orevar,buy,0.8853,0.8935
319,16,Halvav Brands secures $180M contract with a national infrastructure agency,Halvav,buy,0.9358,0.947
319,20,Orevar Marketplace secures $50M contract with an international consortium,Orevar,buy,0.9255,0.9356
319,22,Halvav Brands recalls products in enterprise software line due to quality concerns,Halvav,sell,-0.9466,0.9551
319,31,"Halvav Brands reports strong demand in Southeast Asia, raises outlook",Halvav,buy,0.9349,0.9518
319,39,Halvav Brands sees 8% margin improvement in latest quarter,Halvav,buy,0.9368,0.9569
319,49,Relvos Biosciences wins industry award for excellence in precision manufacturing,Relvos,buy,0.9061,0.9195
320,0,Wyrnik Sciences secures $400M contract with a multinational manufacturer,Wyrnik,buy,0.9154,0.9243
320,3,Xovol Goods withdraws from Middle East market citing unfavorable conditions,Xovol,sell,-0.9556,0.9648
320,5,Relvos Biosciences secures $180M contract with a multinational manufacturer,Relvos,buy,0.9316,0.9432
320,16,Xovol Goods opens new office in Asia Pacific,Xovol,buy,0.2939,0.6843
320,17,Relvos Biosciences names new head of renewable storage division,Relvos,buy,0.0114,0.8935
320,19,Relvos Biosciences faces class action over data analytics service disruption,Relvos,sell,-0.9375,0.9489
320,31,Krevum Pharmaceuticals completes planned facility upgrade in Latin America,Krevum,buy,0.9053,0.9172
320,41,Relvos Biosciences faces regulatory review of supply chain optimization practices,Relvos,sell,-0.0841,0.7809
320,45,Xovol Goods wins industry award for excellence in cloud infrastructure,Xovol,buy,0.9082,0.9192
320,46,Krevum Pharmaceuticals announces breakthrough in supply chain optimization,Krevum,buy,0.7754,0.7965
320,47,"Wyrnik Sciences reports record quarterly revenue, up 10% year-over-year",Wyrnik,buy,0.9381,0.9573
320,48,Xovol Goods recalls products in supply chain optimization line due to quality concerns,Xovol,sell,-0.9611,0.9692
321,6,Grevon Biotech delays product launch in supply chain optimization segment,Grevon,sell,-0.9209,0.9318
321,10,Relvos Biosciences secures $500M contract with a national infrastructure agency,Relvos,buy,0.9316,0.944
321,16,Relvos Biosciences CTO steps down unexpectedly citing personal reasons,Relvos,sell,-0.8695,0.8792
321,26,Relvos Biosciences raises full-year guidance citing robust demand,Relvos,buy,0.8091,0.889
321,26,Jovor Networks announces significant capital expenditure plan for Europe,Jovor,buy,0.7985,0.8206
321,27,Jovor Networks reports 5% decline in operating income,Jovor,sell,-0.9667,0.9739
321,28,Wyrnik Sciences Chief Operating Officer addresses investor concerns in open letter,Wyrnik,sell,-0.0514,0.8643
